100000 100000
364 84728
35790 50491
20252 53663
79989 393
88253 53170
37640 27891
18572 90873
78103 92970
96187 20323
71980 19165
7277 54519
47190 43610
51346 13215
78076 83098
85094 53105
62759 39474
68882 98855
66076 90227
66883 4805
29063 89473
53705 96265
85999 4565
8610 72676
62587 28753
55883 89703
20280 39021
20910 63254
58298 71392
29677 11117
3574 16990
5146 62923
96534 27165
25873 25716
68161 80775
44206 74930
52465 20254
49676 91830
43167 51371
57574 30414
76280 94883
68378 54061
43006 32402
4749 60524
47381 37834
38079 51172
60857 34717
87951 806
61806 36921
2177 20925
76040 51044
35958 14728
22926 63634
61898 86625
14235 72408
44101 62226
22956 44067
15601 37944
67388 44644
5928 56454
30928 44241
51711 64123
6229 97420
21158 81873
54092 41925
71893 63472
32863 98868
98677 68787
82096 50857
37369 21190
275 45161
40817 52061
71782 15842
92194 60010
37764 8528
25663 17699
32398 52612
58308 6178
54337 72087
8921 30966
34004 56884
44146 43274
81571 88545
83246 66433
46428 30159
30807 26189
63011 61923
7322 46309
83754 3276
66331 13494
13045 95879
68934 29981
17126 5999
47793 26828
64814 53586
56315 79890
13060 22051
584 10026
86279 19905
39999 56927
81951 50735
18110 25674
90060 88456
58565 56194
18912 15210
61429 76878
53153 19468
85582 57563
955 34998
55688 68685
65953 47292
72476 20680
37041 77107
33237 78351
96211 73374
28316 36146
8674 26862
37622 9053
10784 16688
55576 15313
84441 1106
74681 65471
28567 35614
45364 68300
2705 27503
98838 92768
57259 2986
49187 7250
55037 29615
82956 42837
7792 32819
38203 77772
1708 89428
43306 18548
29485 65200
68178 9951
87844 2935
60973 80909
98522 84544
16659 53783
20723 95751
47969 91587
53486 18836
19830 53391
32655 68500
35152 35475
68822 87729
27018 79657
45267 72861
92001 55251
30011 79760
72954 79228
24152 35397
26342 77352
33114 78911
78766 60629
66100 49243
12287 12077
89532 58817
309 55133
17604 87628
36832 71998
35120 5062
51426 2918
1747 8254
10706 34459
76540 71306
2450 32305
56222 21704
81250 45283
38643 61596
62194 54622
23005 1950
96630 69988
9273 27692
76916 1818
65363 8340
6411 76507
64934 21268
32794 72522
27485 26203
51940 69564
31142 72227
41572 73571
28406 32379
38029 32214
61109 16932
85503 85964
5332 32440
68752 67531
69154 62783
25443 47047
5333 58916
86203 59100
78287 45412
574 14609
26530 77898
84353 21267
99357 54731
94888 79162
6325 37111
40617 90682
9686 93129
92734 89373
71566 81678
76580 49649
90397 93578
36835 4514
86395 22850
78487 24098
80652 91904
90567 59464
81232 21847
95805 78676
10573 8953
72343 70261
47524 78977
1376 65477
12366 40710
51260 6086
55191 22906
94584 3367
26581 82302
82626 34921
10402 87970
42667 37782
15444 25655
86330 13426
17961 64251
27558 19999
14347 2029
58844 86932
58636 94758
57235 73573
53011 68271
64687 53289
73723 73043
43211 85890
61039 52004
34922 15797
21006 48496
87030 92672
70389 75065
67993 50142
68496 16736
69635 60924
74848 68556
54797 99873
53060 16262
29093 19767
9944 93998
21964 95279
78111 86617
73909 82443
85428 38121
45799 70567
14917 27679
8255 27944
5448 12690
50799 64382
7217 60652
25705 92062
96788 80805
61951 18693
86031 21593
52411 35384
24489 33319
31660 17482
88067 36143
97147 20724
47054 29315
13051 83109
27492 56904
41509 90975
31034 10983
14586 4337
8938 50142
98897 53886
88743 18299
78264 53557
35897 22547
68664 86220
36012 19984
40315 4904
79274 27976
61400 55569
10522 94339
50852 65612
86899 45407
625 19204
79243 82637
76595 12582
19798 35253
59194 20905
97013 71052
99183 94386
3805 50509
16847 19480
94051 94950
14728 96479
21357 83958
35676 25052
63056 65807
33788 24997
26134 12558
28739 87092
52091 52385
27649 29933
64751 39214
14287 18154
46754 93100
68367 31797
21881 79918
76353 34515
40392 30373
45334 39633
5906 19961
32186 24659
17614 77720
75902 52218
25340 35574
48716 61799
43463 30975
25963 28661
14765 28729
41364 99082
35302 56100
61931 52979
29378 67107
76269 94160
15488 51073
7189 41709
98088 9828
93282 75510
96294 99334
33455 90485
44530 46298
12053 21213
70776 1067
34140 32026
86916 72091
93643 77502
52479 44107
24128 31291
1568 33747
36810 15477
6717 81407
79293 43179
8654 30378
8025 14748
37103 44323
41034 32017
99813 34478
7587 79118
70607 42427
96183 64661
32552 3236
67469 1474
42305 12439
62268 41466
23743 23140
41845 75878
44474 99232
2306 74579
87364 95747
9446 72701
29075 88264
81171 51362
87290 77827
66564 55248
79146 28941
10477 79375
12766 96969
9198 5136
49590 29349
8188 161
40787 71360
26099 38318
51294 21503
87211 58651
75400 7054
38425 24872
7667 23487
22991 1468
87732 28023
34300 71931
46467 84890
40109 75252
4234 22593
53038 76132
93102 33865
66253 30919
76048 4028
8459 44243
75517 76049
5611 37629
69015 41657
14004 55286
39800 28804
71226 36170
41958 90086
11631 42799
28316 85534
4631 33027
20863 52327
10779 17954
35003 20544
19944 66601
66729 46671
65301 30099
71334 24360
60838 73649
57778 98228
72232 96074
12726 9771
61984 81694
94305 1847
93808 58959
1183 98072
14834 52138
68431 83170
75681 56474
95276 78364
96885 1225
52050 69602
26089 25258
12573 41114
57320 97820
44334 29557
22845 21635
48384 81097
55190 94747
