10000 10000
5541 6233
1663 7192
1663 3492
435 8905
435 7050
435 738
435 9252
435 1664
562 8941
562 8255
2999 8729
2999 4689
2197 9414
2197 7496
6241 7047
6241 8782
6241 7044
1071 5782
1816 5352
1816 7197
8534 9137
5762 7510
5762 9479
7062 8776
7062 8121
218 3458
218 1359
1743 4630
1743 7329
1579 8542
1579 5675
1579 9643
1579 8322
1579 4282
1579 5384
1579 3574
2051 2799
2051 6939
2051 3312
4455 4564
4455 7407
4455 5503
4017 5612
4017 9225
4017 7235
2590 8348
2590 7406
2590 5626
2590 8983
2590 8016
2590 4797
5732 9744
5732 8017
1636 9462
1636 6915
1636 1761
6619 8381
6619 7375
3941 8835
3941 7570
3941 5132
3941 4315
8203 9197
8203 8638
8203 8620
5750 8754
5750 5821
1659 4249
1659 3098
1659 5432
1659 4464
1659 5316
1659 8742
5213 9582
5213 7573
8113 8510
3908 4794
6820 9543
216 8377
216 9484
5824 9558
5824 6734
3590 8218
3590 5484
3590 6954
3590 5468
3320 6224
3320 8732
6317 6954
6317 8916
477 2746
477 5101
477 5415
477 1887
8893 8930
3523 5977
5038 7098
5038 9311
5038 5207
1562 8667
3150 8238
3150 8328
3150 6886
5479 8643
6671 6694
8458 9550
209 981
209 856
209 4639
384 3456
542 3105
542 2317
542 7982
7817 9238
3848 9070
3848 7567
3848 8404
1286 1470
1286 3611
1286 5346
1286 2233
3370 6690
3370 9896
3370 8568
4499 5906
15 5453
15 1094
2251 2825
1424 3316
1424 5167
1424 8861
2691 6235
2691 3677
2691 4988
4113 6124
4113 8939
4313 9324
4313 7198
2071 6644
2071 9730
4650 7742
5966 8438
5966 5967
5966 7654
4222 6903
4222 7932
2532 9517
4507 6542
1272 9999
9660 9822
4849 6631
4849 9218
8173 9911
8173 9295
3993 6150
3993 4309
434 9527
4326 9638
4326 7866
563 7474
2906 4383
2906 9480
2322 2343
2322 4134
4999 6597
4999 7524
4999 8683
1996 6409
1996 7508
1996 9479
1529 8228
1529 6190
1529 8727
4024 9678
7468 8387
7468 8886
3667 5516
7433 9267
1118 6824
4260 7593
4260 4541
6058 9017
1149 7703
1149 6384
1595 4502
1595 8734
3060 4877
3414 4284
3414 5195
514 5888
514 5022
4372 6414
4372 7309
475 5661
475 4164
475 3633
475 934
2725 6744
2725 3832
2725 5870
6739 7105
6739 9492
5616 6619
5616 6957
6415 8152
6415 7235
2508 8914
4322 7108
4322 5254
4322 5608
890 1837
890 940
890 9490
890 3308
3005 7133
3005 7547
7188 7882
7188 8141
2743 5534
2743 8759
2743 4067
