1000 1000
336 30
877 42
848 798
155 41
321 631
879 384
694 704
283 462
390 114
408 331
233 416
174 815
990 703
450 981
724 390
739 738
787 336
387 120
655 410
994 253
209 733
935 857
477 516
747 382
465 213
571 729
958 385
711 367
243 221
573 787
5 648
508 548
801 893
171 97
59 321
354 553
739 17
278 492
723 385
549 8
129 789
78 419
821 578
481 820
637 731
518 705
631 745
846 491
129 25
815 196
408 317
335 673
365 674
550 303
438 354
555 137
419 509
927 386
555 896
752 516
227 765
685 964
944 308
316 688
604 233
387 179
696 604
668 931
384 333
751 123
780 713
850 815
200 589
337 744
675 694
358 441
869 301
687 776
809 634
818 331
358 430
344 680
925 264
31 934
495 408
185 782
967 378
941 723
360 702
421 12
443 118
714 469
859 919
525 455
706 89
95 956
616 958
403 543
14 449
188 613
706 565
192 150
484 496
32 249
73 48
999 812
973 250
697 425
737 932
308 108
556 693
335 680
922 412
388 847
415 498
935 980
570 308
695 15
169 862
219 320
940 436
761 760
179 22
475 301
926 109
890 314
305 91
400 258
387 348
222 211
872 186
573 137
839 510
463 833
217 420
89 536
201 572
395 54
639 225
784 580
395 784
407 112
644 196
798 327
660 229
859 922
120 92
49 56
64 601
242 616
774 126
609 238
65 806
531 238
955 488
323 391
385 616
657 430
862 898
441 503
818 773
461 15
623 932
770 118
173 555
680 145
264 196
947 307
37 130
29 888
258 703
643 144
408 733
582 66
554 857
193 333
812 95
106 734
9 437
411 366
674 26
358 303
687 667
370 857
258 274
311 448
902 253
167 206
986 949
322 870
377 813
453 904
36 307
494 659
532 497
312 410
555 187
187 905
280 549
939 221
477 529
112 833
666 635
109 138
696 870
340 336
344 426
314 725
950 439
145 980
697 310
344 243
821 115
412 301
18 14
738 755
482 759
936 420
138 516
910 929
501 997
55 842
826 526
17 165
803 213
111 338
347 760
464 811
462 351
414 385
867 122
589 869
662 64
93 958
416 10
506 739
123 253
724 128
971 83
90 883
759 248
648 285
718 202
581 449
246 317
679 465
693 855
239 702
801 506
452 455
899 985
137 542
903 187
371 988
403 222
17 807
326 925
112 988
700 617
812 793
886 850
660 920
21 580
96 835
862 190
991 288
376 413
364 961
561 40
519 147
982 116
363 419
687 145
414 575
291 383
991 780
936 461
337 564
361 199
979 223
968 949
546 619
32 916
686 922
70 53
460 659
412 128
102 945
706 838
823 555
981 164
140 60
755 588
979 733
790 567
870 118
526 777
86 58
11 22
2 450
189 337
143 302
226 438
423 580
305 53
656 50
419 196
120 106
889 745
324 786
193 473
100 798
818 823
346 444
526 886
629 107
149 262
381 343
747 53
724 588
810 319
255 46
64 344
410 519
719 989
327 522
593 256
261 661
380 489
549 382
719 549
363 700
324 584
103 413
165 821
370 603
416 457
841 54
396 288
177 642
953 959
839 543
185 3
334 777
804 733
218 53
595 34
179 964
360 479
91 856
253 596
972 146
608 495
787 122
185 946
665 369
653 592
27 718
195 660
255 683
421 562
412 344
752 859
966 240
454 917
567 957
125 138
566 738
864 686
967 376
443 550
7 830
275 108
333 248
780 268
766 494
777 905
173 228
827 40
793 281
887 547
59 48
821 608
295 478
925 168
165 471
976 561
730 221
280 49
276 140
986 396
395 802
912 286
850 631
54 570
10 55
260 514
323 125
433 277
928 639
696 46
617 653
5 892
738 467
493 42
356 731
618 973
366 862
331 564
83 374
533 860
138 802
667 954
668 318
277 924
303 908
384 816
15 151
901 157
627 220
72 540
565 969
256 379
249 939
882 230
773 892
889 25
603 284
639 92
145 646
502 516
65 331
639 354
485 243
39 311
150 293
676 315
619 720
661 94
155 142
179 689
773 140
197 742
708 103
114 916
238 899
324 781
506 936
198 809
521 679
743 933
200 301
366 999
154 697
252 656
896 257
357 560
961 637
73 917
545 884
391 262
454 987
617 173
365 471
311 19
554 694
260 968
966 420
273 107
45 563
405 494
889 244
233 299
390 434
533 507
605 832
39 899
864 217
300 385
550 948
108 196
47 450
718 671
98 292
747 846
164 115
95 685
316 736
372 441
478 11
275 277
587 106
822 781
145 176
454 844
388 383
668 466
101 191
241 116
330 327
586 226
864 435
104 952
286 535
725 582
575 419
812 53
51 586
541 656
106 257
868 80
470 431
630 722
389 648
477 746
960 19
347 140
585 679
181 495
817 245
549 300
474 823
488 105
734 887
678 900
970 395
90 51
18 755
582 881
945 469
727 443
134 860
596 155
193 389
596 101
370 30
692 12
951 954
293 382
149 944
742 285
98 919
943 562
728 822
806 501
201 634
236 99
272 157
63 191
322 631
768 816
746 637
946 33
296 171
358 385
175 997
850 540
709 584
549 333
544 472
166 907
822 817
451 963
797 545
774 412
578 539
321 482
779 664
146 875
493 908
84 647
428 602
547 653
854 466
837 97
966 59
297 940
698 97
375 220
722 206
689 971
842 221
8 657
229 556
672 766
400 971
499 518
510 468
447 105
258 667
338 906
211 29
54 811
312 557
97 942
854 257
882 538
161 846
840 466
265 321
652 582
722 989
152 698
363 315
615 790
997 519
920 651
332 106
803 809
637 791
809 140
759 19
100 966
700 559
26 796
893 948
82 12
213 657
350 364
873 906
84 993
541 419
889 556
503 42
468 802
96 351
329 545
980 163
950 654
430 40
68 903
966 64
704 236
9 771
569 112
844 877
453 128
781 984
338 886
925 475
502 137
36 861
996 946
569 688
446 645
663 754
129 652
363 848
642 862
272 338
76 980
367 686
116 941
375 193
195 199
812 669
843 224
799 956
19 693
426 745
545 913
672 203
322 568
554 729
584 144
86 867
594 771
515 105
375 491
874 528
844 765
650 757
959 605
105 296
403 307
269 614
850 601
291 415
557 930
85 120
590 151
266 940
7 661
797 182
738 814
395 328
714 458
440 574
72 3
773 728
871 306
383 778
877 31
359 603
647 877
16 150
5 799
220 849
725 405
619 370
51 518
691 774
952 706
457 600
53 62
644 843
287 960
286 141
859 585
503 242
345 510
843 133
802 70
934 323
182 197
743 787
424 551
548 468
631 786
50 383
378 23
469 622
426 836
937 45
545 772
278 748
738 766
212 948
377 881
329 894
815 551
372 307
509 656
594 845
94 48
697 352
4 334
58 398
873 221
197 653
1000 499
241 570
449 297
272 360
644 252
405 309
377 544
109 262
491 882
651 989
214 548
164 43
636 382
22 10
836 944
2 658
356 721
736 494
260 485
813 171
596 945
887 447
559 162
892 960
380 885
265 467
148 749
104 191
34 430
957 352
436 769
47 409
635 421
686 844
1000 733
666 891
512 545
192 541
587 854
187 510
294 854
919 755
772 804
239 996
503 886
575 750
247 558
213 964
519 47
367 400
34 475
775 984
140 489
303 659
478 11
993 489
159 641
459 40
529 110
524 453
736 537
705 187
600 581
861 175
619 793
596 431
70 86
805 938
775 634
299 566
965 550
830 80
302 224
814 695
488 377
966 113
521 66
260 312
298 696
911 304
225 999
